13,,ビードル,ビードル,40,35,30,50,20,20,虫,毒,－,－,りんぷん,－,52,255,0,127,3,3,15,5,70,1,どくばり,1,いとをはく,15,むしくい,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,7,レベルアップ,コクーン,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,1,0,0,PMDP_013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,茶
14,,コクーン,コクーン,45,25,50,35,25,25,虫,毒,－,－,だっぴ,－,71,120,0,127,3,3,15,5,70,1,かたくなる,7,かたくなる,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,10,レベルアップ,スピアー,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,2,0,0,0,PMDP_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,黄
15,,スピアー,スピアー,65,80,40,75,45,80,虫,毒,－,どくバリ,むしのしらせ,－,159,45,0,127,3,3,15,5,70,1,みだれづき,10,みだれづき,13,きあいだめ,16,ダブルニードル,19,いかり,22,おいうち,25,どくびし,28,ミサイルばり,31,こうそくいどう,34,ダメおし,37,どくづき,40,がむしゃら,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,2,0,0,0,1,PMDP_015,,,,,,●,,,,●,●,,,,●,,●,,●,,●,●,,,,,●,,,,●,●,,,,●,,,,●,,●,●,●,●,●,,,,,●,,,●,,,,●,,,,●,,,,●,,●,,●,,,,,●,,,●,,,●,●,●,●,,,●,,●,●,,,●,,,,●,●,,,0,,,黄
16,,ポッポ,ポッポ,40,45,40,56,35,35,ノーマル,飛行,－,－,するどいめ,ちどりあし,55,255,3,127,4,4,15,5,70,1,たいあたり,5,すなかけ,9,かぜおこし,13,でんこうせっか,17,ふきとばし,21,たつまき,25,フェザーダンス,29,こうそくいどう,33,つばさでうつ,37,はねやすめ,41,おいかぜ,45,オウムがえし,49,エアスラッシュ,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,18,レベルアップ,ピジョン,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,1,0,0,PMDP_016,,,,,,●,,,,●,●,,,,,,●,●,,,●,,,,,,●,,,,,●,,,,,,,,●,,●,●,●,●,●,●,,,,●,,,,,,,●,,,,,,,,,,,,,,,,,,,,●,,,,●,●,,,,●,●,●,●,,,,●,,,●,,,,0,,,茶
17,,ピジョン,ピジョン,63,60,55,71,50,50,ノーマル,飛行,－,－,するどいめ,ちどりあし,113,120,3,127,4,4,15,5,70,1,たいあたり,1,すなかけ,1,かぜおこし,5,すなかけ,9,かぜおこし,13,でんこうせっか,17,ふきとばし,22,たつまき,27,フェザーダンス,32,こうそくいどう,37,つばさでうつ,42,はねやすめ,47,おいかぜ,52,オウムがえし,57,エアスラッシュ,－,－,－,－,－,－,－,－,－,－,,36,レベルアップ,ピジョット,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,2,0,0,PMDP_017,,,,,,●,,,,●,●,,,,,,●,●,,,●,,,,,,●,,,,,●,,,,,,,,●,,●,●,●,●,●,●,,,,●,,,,,,,●,,,,,,,,,,,,,,,,,,,,●,,,,●,●,,,,●,●,●,●,,,,●,,,●,,,,0,,,茶
18,,ピジョット,ピジョット,83,80,75,91,70,70,ノーマル,飛行,－,－,するどいめ,ちどりあし,172,45,3,127,4,4,15,5,70,1,たいあたり,1,すなかけ,1,かぜおこし,1,でんこうせっか,5,すなかけ,9,かぜおこし,13,でんこうせっか,17,ふきとばし,22,たつまき,27,フェザーダンス,32,こうそくいどう,38,つばさでうつ,44,はねやすめ,50,おいかぜ,56,オウムがえし,62,エアスラッシュ,－,－,－,－,－,－,－,－,,,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,3,0,0,PMDP_018,,,,,,●,,,,●,●,,,,●,,●,●,,,●,,,,,,●,,,,,●,,,,,,,,●,,●,●,●,●,●,●,,,,●,,,,,,,●,,,,,,,,,,●,,,,,,,,,,●,,,,●,●,,,,●,●,●,●,,,,●,,,●,,,,0,,,茶
19,,コラッタ,コラッタ,30,56,35,72,25,35,ノーマル,ノーマル,－,ホズのみ,にげあし,こんじょう,57,255,0,127,5,5,15,5,70,1,たいあたり,1,しっぽをふる,4,でんこうせっか,7,きあいだめ,10,かみつく,13,おいうち,16,ひっさつまえば,19,ふいうち,22,かみくだく,25,ダメおし,28,いかりのまえば,31,すてみタックル,34,がむしゃら,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,20,レベルアップ,ラッタ,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,1,0,0,PMDP_019,,,,,,●,,,,●,●,●,●,●,,,●,●,,,●,,●,●,●,,●,●,,●,,●,,●,,,,,,,,●,●,●,●,●,,,,,,,,,,,●,●,,,,,,,,,,,,,,,●,,,,,●,,,,●,●,,,●,●,●,●,●,,,●,,,,,●,,,0,,,紫
20,,ラッタ,ラッタ,55,81,60,97,50,70,ノーマル,ノーマル,－,ホズのみ,にげあし,こんじょう,116,127,0,127,5,5,15,5,70,1,つるぎのまい,1,たいあたり,1,しっぽをふる,1,でんこうせっか,1,きあいだめ,4,でんこうせっか,7,きあいだめ,10,かみつく,13,おいうち,16,ひっさつまえば,19,ふいうち,20,こわいかお,24,かみくだく,29,ダメおし,34,いかりのまえば,39,すてみタックル,44,がむしゃら,－,－,－,－,－,－,,,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,2,0,0,PMDP_020,,,,,●,●,,,,●,●,●,●,●,●,,●,●,,,●,,●,●,●,,●,●,,●,,●,,●,,,,,,,,●,●,●,●,●,,,,,,,,,,,●,●,,,,,,,,,,●,,,,,●,,●,,,●,,,,●,●,,,●,●,●,●,●,,,●,,,●,,●,,,0,,,茶
21,,オニスズメ,オニスズメ,40,60,30,70,31,31,ノーマル,飛行,－,－,するどいめ,－,58,255,0,127,4,4,15,5,70,1,つつく,1,なきごえ,5,にらみつける,9,みだれづき,13,おいうち,17,つばめがえし,21,オウムがえし,25,こうそくいどう,29,ダメおし,33,はねやすめ,37,ドリルくちばし,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,20,レベルアップ,オニドリル,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,1,0,0,PMDP_021,,,,,,●,,,,●,●,,,,,,●,●,,,●,,,,,,●,,,,,●,,,,,,,,●,,●,●,●,●,●,●,,,,●,,,,,,,●,,,,,,,,,,,,,,,,,,,,●,,,,●,●,,,,●,●,●,●,,,,●,,,●,,,,0,,,茶
22,,オニドリル,オニドリル,65,90,65,100,61,61,ノーマル,飛行,－,するどいくちばし,するどいめ,－,162,90,0,127,4,4,15,5,70,1,ついばむ,1,つつく,1,なきごえ,1,にらみつける,1,みだれづき,5,にらみつける,9,みだれづき,13,おいうち,17,つばめがえし,23,オウムがえし,29,こうそくいどう,35,ダメおし,41,はねやすめ,47,ドリルくちばし,－,－,－,－,－,－,－,－,－,－,－,－,,,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,2,0,0,PMDP_022,,,,,,●,,,,●,●,,,,●,,●,●,,,●,,,,,,●,,,,,●,,,,,,,,●,,●,●,●,●,●,●,,,,●,,,,,,,●,,,,,,,,,,●,,,,,,,,,,●,,,,●,●,,,,●,●,●,●,,,,●,,,●,,,,0,,,茶
23,,アーボ,アーボ,35,60,44,55,40,54,毒,毒,－,－,いかく,だっぴ,62,255,0,127,5,14,20,5,70,1,まきつく,1,にらみつける,4,どくばり,9,かみつく,12,へびにらみ,17,いやなおと,20,ようかいえき,25,たくわえる,25,のみこむ,25,はきだす,28,どろばくだん,33,いえき,36,くろいきり,41,ダストシュート,－,－,－,－,－,－,－,－,－,－,－,－,,22,レベルアップ,アーボック,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,1,0,0,0,0,PMDP_023,,,,,,●,,,,●,●,,,,,,●,●,●,,●,,●,,,●,●,●,,,,●,,,,●,,,●,,●,●,●,●,●,●,,,●,,,,,,,,,●,,,,,,,,●,,,,,,,,,,,,●,●,●,,●,●,●,,,●,,,●,,,,,,●,,,,,0,,,紫
24,,アーボック,アーボック,60,85,69,80,65,79,毒,毒,－,－,いかく,だっぴ,147,90,0,127,5,14,20,5,70,1,こおりのキバ,1,かみなりのキバ,1,ほのおのキバ,1,まきつく,1,にらみつける,1,どくばり,1,かみつく,4,どくばり,9,かみつく,12,へびにらみ,17,いやなおと,20,ようかいえき,22,かみくだく,28,たくわえる,28,のみこむ,28,はきだす,34,どろばくだん,42,いえき,48,くろいきり,56,ダストシュート,,,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,2,0,0,0,0,PMDP_024,,,,,,●,,,,●,●,,,,●,,●,●,●,,●,,●,,,●,●,●,,,,●,,,,●,,,●,,●,●,●,●,●,●,,,●,,,,,,,,,●,,,,,,,,●,,●,,,,,,,,,,●,●,●,,●,●,●,,,●,,,●,,,,,,●,,,,,60,,,紫
25,104,ピカチュウ,ピカチュウ,35,55,30,90,50,40,電気,電気,オレンのみ,でんきだま,せいでんき,－,82,190,0,127,5,6,10,5,70,1,でんきショック,1,なきごえ,5,しっぽをふる,10,でんじは,13,でんこうせっか,18,かげぶんしん,21,たたきつける,26,１０まんボルト,29,フェイント,34,こうそくいどう,37,ほうでん,42,ひかりのかべ,45,かみなり,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,,道具　かみなりのいし,ライチュウ,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,2,0,0,PMDP_025,●,,,,,●,,,,●,,,,,,●,●,●,,,●,,●,●,●,,●,●,,,●,●,,●,,,,,,,,●,●,●,●,,,,,,,,,,,●,●,●,,,,,,,,,,,,●,,,●,,,,,●,,,,●,●,,,●,●,,,●,,,,,,●,,●,,,0,,,黄
26,105,ライチュウ,ライチュウ,60,90,55,100,90,80,電気,電気,－,オレンのみ,せいでんき,－,122,75,0,127,5,6,10,5,70,1,でんきショック,1,しっぽをふる,1,でんこうせっか,1,１０まんボルト,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,0,3,0,0,PMDP_026,●,,,,,●,,,,●,,,,,●,●,●,●,,,●,,●,●,●,,●,●,,,●,●,,●,,,,,,,,●,●,●,●,●,,,,,,●,,,,●,●,●,,,,,,,,,,●,,●,,,●,,,,,●,,,,●,●,,,●,●,,,●,,,,,,●,,●,,,0,,,黄
27,,サンド,サンド,50,75,85,40,20,30,地面,地面,－,せんせいのツメ,すながくれ,－,93,255,0,127,5,5,20,5,70,1,ひっかく,3,まるくなる,7,すなかけ,9,どくばり,13,こうそくスピン,15,スピードスター,19,みだれひっかき,21,ころがる,25,れんぞくぎり,27,すなじごく,31,きりさく,33,ジャイロボール,37,すなあらし,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,22,レベルアップ,サンドパン,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,1,0,0,0,PMDP_027,●,,,,,●,,,,●,●,,,,,,●,,,,●,,●,,,●,●,●,,,●,●,,,,,●,,●,●,,●,●,●,●,●,,,,,,,,,,●,,●,,,,,,,●,,,,,,,,,●,●,●,,●,,●,●,●,●,●,,,●,,,●,,,●,,,●,,●,,●,0,,,黄
28,,サンドパン,サンドパン,75,100,110,65,45,55,地面,地面,－,せんせいのツメ,すながくれ,－,163,90,0,127,5,5,20,5,70,1,ひっかく,1,まるくなる,1,すなかけ,3,まるくなる,7,すなかけ,9,どくばり,13,こうそくスピン,15,スピードスター,19,みだれひっかき,21,ころがる,22,ブレイククロー,28,れんぞくぎり,33,すなじごく,40,きりさく,45,ジャイロボール,52,すなあらし,－,－,－,－,－,－,－,－,,,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,0,2,0,0,0,PMDP_028,●,,,,,●,,,,●,●,,,,●,,●,,,,●,,●,,,●,●,●,,,●,●,,,,,●,,●,●,,●,●,●,●,●,,,,,,●,,,,●,,●,,,,,,,●,,,●,,,●,,,●,●,●,,●,,●,●,●,●,●,,,●,,,●,,,●,,,●,,●,,●,0,,,黄
29,,ニドラン♀,ニドラン♀,55,47,52,41,40,40,毒,毒,－,－,どくのトゲ,とうそうしん,59,235,3,254,1,5,20,5,70,1,なきごえ,1,ひっかく,7,しっぽをふる,9,にどげり,13,どくばり,19,みだれひっかき,21,かみつく,25,てだすけ,31,どくびし,33,おだてる,37,かみくだく,43,ゆうわく,45,どくどくのキバ,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,16,レベルアップ,ニドリーナ,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,1,0,0,0,0,0,PMDP_029,,,●,,,●,,,,●,●,,●,●,,,●,●,,,●,,●,●,●,,●,●,,,,●,,●,,●,,,,●,,●,●,●,●,●,,,,,,,,,,,,●,,,,,,,●,,,,,,,,,,,,,●,,,,●,●,●,,,●,,,●,,,●,,,●,,●,,,0,,,青
30,,ニドリーナ,ニドリーナ,70,62,67,56,55,55,毒,毒,－,－,どくのトゲ,とうそうしん,117,120,3,254,15,15,20,5,70,1,なきごえ,1,ひっかく,7,しっぽをふる,9,にどげり,13,どくばり,20,みだれひっかき,23,かみつく,28,てだすけ,35,どくびし,38,おだてる,43,かみくだく,50,ゆうわく,58,どくどくのキバ,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,,道具　つきのいし,ニドクイン,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,2,0,0,0,0,0,PMDP_030,,,●,,,●,,,,●,●,,●,●,,,●,●,,,●,,●,●,●,,●,●,,,,●,,●,,●,,,,●,,●,●,●,●,●,,,,,,,,,,,,●,,,,,,,●,,,,,,,,,,,,,●,,,,●,●,●,,,●,,,●,,,●,,,●,,●,,,0,,,青
31,,ニドクイン,ニドクイン,90,82,87,76,75,85,毒,地面,－,－,どくのトゲ,とうそうしん,194,45,3,254,15,15,20,5,70,1,ひっかく,1,しっぽをふる,1,にどげり,1,どくばり,23,のしかかり,43,だいちのちから,58,ばかぢから,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,3,0,0,0,0,0,PMDP_031,●,,●,,●,●,,,,●,●,●,●,●,●,,●,●,,,●,,●,●,●,●,●,●,,●,●,●,,●,●,●,●,●,●,●,●,●,●,●,●,●,,,,,,●,,,,●,,●,●,,,,,,●,,,●,,,●,●,,,,●,,●,,●,,●,●,●,,,●,,,●,,,●,,●,●,,●,,●,0,,,青
32,,ニドラン♂,ニドラン♂,46,57,40,50,40,40,毒,毒,－,－,どくのトゲ,とうそうしん,60,235,3,0,1,5,20,5,70,1,にらみつける,1,つつく,7,きあいだめ,9,にどげり,13,どくばり,19,みだれづき,21,つのでつく,25,てだすけ,31,どくびし,33,おだてる,37,どくづき,43,ゆうわく,45,つのドリル,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,16,レベルアップ,ニドリーノ,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,1,0,0,0,0,PMDP_032,,,●,,,●,,,,●,●,,●,●,,,●,●,,,●,,●,●,●,,●,●,,,,●,,●,,●,,,,,,●,●,●,●,●,,,,,,,,,,,,●,,,,,,,●,,,,,,,,,,,,,●,,,,●,●,●,,,●,,,●,,,●,,,●,,●,,,0,,,紫
33,,ニドリーノ,ニドリーノ,61,72,57,65,55,55,毒,毒,－,－,どくのトゲ,とうそうしん,118,120,3,0,1,5,20,5,70,1,にらみつける,1,つつく,7,きあいだめ,9,にどげり,13,どくばり,20,みだれづき,23,つのでつく,28,てだすけ,35,どくびし,38,おだてる,43,どくづき,50,ゆうわく,58,つのドリル,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,,道具　つきのいし,ニドキング,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,2,0,0,0,0,PMDP_033,,,●,,,●,,,,●,●,,●,●,,,●,●,,,●,,●,●,●,,●,●,,,,●,,●,,●,,,,,,●,●,●,●,●,,,,,,,,,,,,●,,,,,,,●,,,,,,,,,,,,,●,,,,●,●,●,,,●,,,●,,,●,,,●,,●,,,0,,,紫
34,,ニドキング,ニドキング,81,92,77,85,85,75,毒,地面,－,－,どくのトゲ,とうそうしん,195,45,3,0,1,5,20,5,70,1,つつく,1,きあいだめ,1,にどげり,1,どくばり,23,あばれる,43,だいちのちから,58,メガホーン,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,,,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,0,3,0,0,0,0,PMDP_034,●,,●,,●,●,,,,●,●,●,●,●,●,,●,●,,,●,,●,●,●,●,●,●,,●,●,●,,●,●,●,●,●,●,,●,●,●,●,●,●,,,,,,●,,,,●,,●,●,,,,,,●,,,●,,,●,●,,,,●,,●,,●,,●,●,●,,,●,,,●,,,●,,●,●,,●,,●,0,,,紫
