はさむ	こうげき！	おおきく　りっぱな　ハサミを　つかって	あいてを　はさんで　こうげきする。		大きく　りっぱな　ハサミを　使って	相手を　はさんで　攻撃する。		ノーマル	シンプルダメージ	物理	55	100	30	0				0						000　普通攻撃			[選択]　通常ポケ										1	0	0	1	0	0	1	0	0	0	0	0		
ハサミギロチン	！	おおきな　ハサミで	あいてを　きりさいて　こうげきする。	あたれば　いちげきで　ひんしに　する。	大きな　ハサミで	相手を　切り裂いて　攻撃する。	当たれば　一撃で　ひんしに　する。	ノーマル	一撃	物理	1	30	5	0				0						038　一撃で敵を戦闘不能にする。ヒット計算式：攻撃側のレベル－守備側のレベル＋命中率（敵のポケモンのレベルが自分より高いと絶対に当たらない。）			[選択]　通常ポケ										1	0	0	1	0	0	1	0	0	0	0	0		
かまいたち	！	かぜの　やいばを　つくり	２ターンめに　あいてを　こうげきする。	きゅうしょに　あたりやすい。	風の　刃を　つくり	２ターン目に　相手を　攻撃する。	急所に　当たりやすい。	ノーマル	シンプルダメージ	特殊	80	100	10	0				0				1		039　１ターン溜めて２ターンめで攻撃する+急所に当たりやすい			相手全ポケ										0	1	0	1	0	0	1							
つるぎのまい	をつかった！	たたかいのまいを　はげしく　おどって	きあいを　たかめる。	じぶんの　こうげきを　ぐーんと　あげる。	戦いの舞を　激しく　おどって	気合を　高める。	自分の　攻撃を　ぐーんと　あげる。	ノーマル	シンプルエフェクト	なし		101	30	0				0						050　使用したポケモンの「こうげき」を２段階上げる			自分のみ	こうげき			2						0	0	0	0	0	1	0							
いあいぎり	！	カマや　ツメなどで	あいてを　きりつけて　こうげきする。	ほそいきも　きることが　できる。	カマや　ツメなどで	相手を　切りつけて　攻撃する。	細い木も　きることが　できる。	ノーマル	シンプルダメージ	物理	50	95	30	0				0						000　普通攻撃			[選択]　通常ポケ										1			1	0	0	1							
かぜおこし	！	つばさで　おこした　はげしい　かぜを	あいてに　ぶつけて　こうげきする。		翼で　おこした　激しい　風を	相手に　ぶつけて　攻撃する。		飛行	シンプルダメージ	特殊	40	100	35	0				0						149　普通攻撃＋「そらをとぶ」をしている相手に２倍のダメージ			[選択]　通常ポケ										0			1	0	0	1					1		
つばさでうつ	こうげき！	おおきく　ひろげた　りっぱな　つばさを	あいてに　ぶつけて　こうげきする。		大きく　ひろげた　りっぱな　翼を	相手に　ぶつけて　攻撃する。		飛行	シンプルダメージ	物理	60	100	35	0				0						000　普通攻撃			[選択]　通常ポケ										1			1	0	0	1					1		
ふきとばし	！	あいてを　ふきとばして	ひかえの　ポケモンを　ひきずりだす。	やせいの　ばあいは　せんとうが　おわる。	相手を　吹きとばして	控えの　ポケモンを　ひきずりだす。	野生の　場合は　戦闘が　終わる。	ノーマル	プッシュアウト	なし		100	20	-6				0						028　エンカウント戦闘時は強制的に戦闘を終了させる、トレーナー戦で使用するとポケモンを強制的に入れ替えさせる（敵に交換するポケモンがいない場合、技は失敗する）			[選択]　通常ポケ										0			1	1	0	1							1
そらをとぶ	こうげき！	１ターンめで　そらへ　とび	２ターンめに　あいてを　こうげきする。	しっている　まちに　とぶことも　できる。	１ターン目で　空へ　飛び	２ターン目に　相手を　攻撃する。	知っている　街に　飛ぶことも　できる。	飛行	シンプルダメージ	物理	90	95	15	0				0						155　１ターン溜めて２ターンめで攻撃する＋「そらをとぶ」状態にする。			[選択]　通常ポケ										1	1	0	1	0	0	1	0	0	1	0	1		
しめつける	こうげき！	ながい　からだや　つるなどを　つかい	４ー５ターンの　あいだ　	あいてを　しめつけて　こうげきする。	長い　体や　つるなどを　使い	４ー５ターンの　あいだ　	相手を　締めつけて　攻撃する。	ノーマル	ダメージシック	物理	15	85	20	0			バインド	100	ターン数＆使用ポケモン依存型	5	6			042　４～５ターンの間ダメージを与える。その間、相手は逃げられない（バインド効果）バインド効果発生時「○○は▽▽を　しめつけた！」メッセージ。			[選択]　通常ポケ										1	0	0	1	0	0	1							
たたきつける	こうげき！	ながい　しっぽや　つるなどを　つかい	あいてを　たたきつけて　こうげきする。		長い　しっぽや　つるなどを　使い	相手を　たたきつけて　攻撃する。		ノーマル	シンプルダメージ	物理	80	75	20	0				0						000　普通攻撃			[選択]　通常ポケ										1			1	0	0	1							
つるのムチ	！	ムチのように　しなる　ほそながい　つるで	あいてを　たたきつけて　こうげきする。		ムチのように　しなる　細長い　つるで	相手を　たたきつけて　攻撃する。		草	シンプルダメージ	物理	35	100	15	0				0						000　普通攻撃			[選択]　通常ポケ										1			1	0	0	1							
ふみつけ	！	おおきな　あしで	あいてを　ふみつけて　こうげきする。	あいてを　ひるませる　ことが　ある。	大きな　足で	相手を　踏みつけて　攻撃する。	相手を　ひるませることが　ある。	ノーマル	シンプルダメージ	物理	65	100	20	0									30	150　追加効果で相手がひるむ＋「ちいさくなる」状態の相手に2倍ダメージ			[選択]　通常ポケ										1	0	0	1	0	0	1							
にどげり	！	２ほんの　あしで　あいてを　けとばして	こうげきする。２かい　れんぞくで	ダメージを　あたえる。	２本の　足で　相手を　けとばして	攻撃する。２回連続で	ダメージを　与える。	格闘	シンプルダメージ	物理	30	100	30	0	2	2		0						044　２回連続で攻撃する			[選択]　通常ポケ										1			1	0	0	1							
メガトンキック	！	ものすごい　ちからを　こめた　キックで	あいてを　けとばして　こうげきする。		ものすごい　力を　こめた　キックで	相手を　けとばして　攻撃する。		ノーマル	シンプルダメージ	物理	120	75	5	0				0						000　普通攻撃			[選択]　通常ポケ										1			1	0	0	1							
とびげり	！	たかい　ジャンプからの　キックで	あいてを　こうげきする。	はずすと　じぶんが　ダメージを　うける。	高い　ジャンプからの　キックで	相手を　攻撃する。	はずすと　自分が　ダメージを　受ける。	格闘	シンプルダメージ	物理	100	95	10	0				0						045　攻撃が外れるか、「まもる」やタイプ相性などでダメージを与えられなかった場合、自分のＨＰの３分の１のダメージを自分が受ける			[選択]　通常ポケ										1			1	0	0	1	0	0	1	0	0		
まわしげり	！	からだを　すばやく　かいてん　させながら	あいてを　けとばして　こうげきする。		体を　素早く　回転させながら	相手を　けとばして　攻撃する。		格闘	シンプルダメージ	物理	60	85	15	0									30	031　追加効果で相手がひるむ			[選択]　通常ポケ										1			1	0	0	1							
すなかけ	！	あいての　かおに　すなを　かけて　	めいちゅうりつを　さげる。		相手の　顔に　砂を　かけて　	命中率を　さげる。		地面	シンプルエフェクト	なし		100	15	0				0						023　敵ポケモンの「命中率」を１段階下げる			[選択]　通常ポケ	めいちゅうりつ			-1						0			1	1	0	1							
ずつき	！	あたまを　つきだして	まっすぐ　つっこんで　こうげきする。	あいてを　ひるませる　ことが　ある。	頭を　突きだして	まっすぐ　つっこんで　攻撃する。	相手を　ひるませることが　ある。	ノーマル	シンプルダメージ	物理	70	100	15	0									30	031　追加効果で相手がひるむ			[選択]　通常ポケ										1			1	0	0	1							
つのでつく	こうげき！	するどく　とがった　つので	あいてを　こうげきする。		鋭く　とがった　つので	相手を　攻撃する。		ノーマル	シンプルダメージ	物理	65	100	25	0				0						000　普通攻撃			[選択]　通常ポケ										1			1	0	0	1							
みだれづき	！	つのや　くちばしで	あいてを　つついて　こうげきする。	２ー５かいの　あいだ　れんぞくで　だす。	つのや　くちばしで	相手を　つついて　攻撃する。	２ー５回の　あいだ　連続で　だす。	ノーマル	シンプルダメージ	物理	15	85	20	0	5	2		0						029　２?５回連続で攻撃する			[選択]　通常ポケ										1			1	0	0	1							
つのドリル	！	かいてんする　つのを	あいてに　つきさして　こうげきする。	あたれば　いちげきで　ひんしに　する。	回転する　つのを	相手に　突き刺して　攻撃する。	当たれば　一撃で　ひんしに　する。	ノーマル	一撃	物理	1	30	5	0				0						038　一撃で敵を戦闘不能にする。ヒット計算式：攻撃側のレベル－守備側のレベル＋命中率（敵のポケモンのレベルが自分より高いと絶対に当たらない。）			[選択]　通常ポケ										1			1	0	0	1							
たいあたり	！	あいてに　むかって　からだ　ぜんたいで	ぶつかって　いき　こうげきする。		相手に　むかって　全身で	ぶつかっていき　攻撃する。		ノーマル	シンプルダメージ	物理	50	100	35	0				0						000　普通攻撃			[選択]　通常ポケ										1	0	0	1	0	0	1	0	0	0	0	0		
のしかかり	！	からだ　ぜんたいで	あいてに　のしかかり　こうげきする。	まひ　じょうたいに　することが　ある。	全身で	相手に　のしかかり　攻撃する。	まひ状態に　することが　ある。	ノーマル	ダメージシック	物理	85	100	15	0			まひ	30	永続型					006　まひの追加効果			[選択]　通常ポケ										1			1	0	0	1							
まきつく	こうげき！	ながい　からだや　つるなどを　つかって	４ー５ターンの　あいだ	あいてに　まきついて　こうげきする。	長い　体や　つるなどを　つかって	４ー５ターンの　あいだ	相手に　まきついて　攻撃する。	ノーマル	ダメージシック	物理	15	90	20	0			バインド	100	ターン数＆使用ポケモン依存型	5	6			042　４?５ターンの間ダメージを与える。その間、相手は逃げられない（バインド効果）バインド効果発生時「○○は▽▽に　まきついた！」メッセージ			[選択]　通常ポケ										1			1	0	0	1							
とっしん	！	すごい　いきおいで	あいてに　ぶつかって　こうげきする。	じぶんも　すこし　ダメージを　うける。	すごい　勢いで	相手に　ぶつかって　攻撃する。	自分も　少し　ダメージを　受ける。	ノーマル	シンプルダメージ	物理	90	85	20	0				0						048　敵に与えたダメージの４分の１を自分が受ける	-25		[選択]　通常ポケ										1			1	0	0	1							
あばれる	こうげき！	２ー３ターンの　あいだ	あばれまくって　あいてを　こうげきする。	あばれた　あとは　こんらん　する。	２ー３ターンの　あいだ	暴れまくって　相手を　攻撃する。	暴れたあとは　混乱する。	ノーマル	シンプルダメージ	物理	120	100	10	0				0						027　２～３ターン連続で攻撃する（攻撃中は操作不可能）、効果が切れると自分が「こんらん」状態になってしまう			相手ポケランダム										1			1	0	0	1							
すてみタックル	！	いのちを　かけて	あいてに　とっしんして　こうげきする。	じぶんも　かなり　ダメージを　うける。	命を　懸けて	相手に　突進して　攻撃する。	自分も　かなり　ダメージを　受ける。	ノーマル	シンプルダメージ	物理	120	100	15	0				0						198　敵に与えたダメージの３分の１を自分が受ける	-33		[選択]　通常ポケ										1	0	0	1	0	0	1	0	0	0	0	0		
しっぽをふる	こうげき！	しっぽを　さゆうに　かわいく　ふって	ゆだんを　さそう。	あいての　ぼうぎょを　さげる。	しっぽを　左右に　かわいく　ふって	油断を　誘う。	相手の　防御を　さげる。	ノーマル	シンプルエフェクト	なし		100	30	0				0						019　敵ポケモンの「ぼうぎょ」を１段階下げる			相手全ポケ	ぼうぎょ			-1						0			1	1	0	1							
どくばり	！	どくの　ある　ハリを	あいてに　つきさして　こうげきする。	どく　じょうたいに　することが　ある。	毒の　ある　ハリを	相手に　突き刺して　攻撃する。	毒状態に　することが　ある。	毒	ダメージシック	物理	15	100	35	0			どく	30	永続型					002　毒の追加効果			[選択]　通常ポケ										0			1	0	0	1							
ダブルニードル	！	２ほんの　ハリを　あいてに　つきさして	こうげきする。２かい　れんぞくで	ダメージを　あたえる。	２本の　ハリを　相手に　突き刺して	攻撃する。２回連続で	ダメージを　与える。	虫	ダメージシック	物理	25	100	20	0	2	2	どく	20	永続型					077　連続で２回攻撃し、追加効果で相手をどく状態にする			[選択]　通常ポケ										0			1	0	0	1							
ミサイルばり	！	するどい　ハリを	あいてに　はっしゃして　こうげきする。	２ー５かいの　あいだ　れんぞくで　だす。	鋭い　ハリを	相手に　発射して　攻撃する。	２ー５回の　あいだ　連続で　だす。	虫	シンプルダメージ	物理	14	85	20	0	5	2		0						029　２～５回連続で攻撃する			[選択]　通常ポケ										0			1	0	0	1							
にらみつける	こうげき！	するどい　めつきで　おびえさせて	あいての　ぼうぎょを　さげる。		鋭い　目つきで　おびえさせて	相手の　防御を　さげる。		ノーマル	シンプルエフェクト	なし		100	30	0				0						019　敵ポケモンの「ぼうぎょ」を１段階下げる			相手全ポケ	ぼうぎょ			-1						0			1	1	0	1							
かみつく	こうげき！	するどく　とがった　はで	かみついて　こうげきする。	あいてを　ひるませる　ことが　ある。	鋭く　とがった　歯で	かみついて　攻撃する。	相手を　ひるませることが　ある。	悪	シンプルダメージ	物理	60	100	25	0									30	031　追加効果で相手がひるむ			[選択]　通常ポケ										1			1	0	0	1							
なきごえ	こうげき！	かわいい　なきごえを　きかせて	きを　ひき　ゆだんを　させて	あいての　こうげきを　さげる。	かわいい　なきごえを　聞かせて	気を　ひき　油断を　させて	相手の　攻撃を　さげる。	ノーマル	シンプルエフェクト	なし		100	40	0				0						018　敵ポケモンの「こうげき」を１段階下げる			相手全ポケ	こうげき			-1						0	0	0	1	1	0	1	0	1	0	0	0		
ほえる	こうげき！	あいてを　にがして	ひかえの　ポケモンを　ひきずりだす。	やせいの　ばあいは　せんとうが　おわる。	相手を　逃がして	控えの　ポケモンを　ひきずりだす。	野生の　場合は　戦闘が　終わる。	ノーマル	プッシュアウト	なし		100	20	-6				0						028　エンカウント戦闘時は強制的に戦闘を終了させる、トレーナー戦で使用するとポケモンを強制的に入れ替えさせる（敵に交換するポケモンがいない場合、技は失敗する）			[選択]　通常ポケ										0	0	0	1	1	0	1	0	1	0	0	0		1
うたう	こうげき！	ここちよい　きれいな	うたごえを　きかせて	あいてを　ねむり　じょうたいに　する。	心地好い　きれいな	歌声を　聞かせて	相手を　眠り状態に　する。	ノーマル	シンプルシック	なし		55	15	0			ねむり	0	ターン数型	2	4			001　敵を「ねむり」状態にする			[選択]　通常ポケ										0	0	0	1	1	0	1	0	1	0	0	0		
ちょうおんぱ	！	とくしゅな　おんぱを	からだから　はっして　	あいてを　こんらん　させる。	特殊な　音波を	体から　発して	相手を　混乱させる。	ノーマル	シンプルシック	なし		55	20	0			こんらん	0	ターン数型	2	5			049　敵を「こんらん」状態にする			[選択]　通常ポケ										0	0	0	1	1	0	1	0	1	0	0	0		
ソニックブーム	！	しょうげきはを	あいてに　ぶつけて　こうげきする。	２０の　ダメージを　きまって　あたえる。	衝撃波を	相手に　ぶつけて　攻撃する。	２０の　ダメージを　決まって　与える。	ノーマル	シンプルダメージ	特殊	1	90	20	0				0						130　固定ダメージ２０			[選択]　通常ポケ										0			1	0	0	1							
かなしばり	！	あいての　うごきを　とめて	ちょくぜんに　だしていた　わざを	４ターンの　あいだ　つかえなく　する。	相手の　動きを　とめて	直前に　だしていた　技を	４ターンの　あいだ　使えなくする。	ノーマル	その他	なし		100	20	0			かなしばり	0	ターン数型	4	4			086　相手が直前に出した技を４ターン使えなくする（変身の変更を忘れずに）			[選択]　通常ポケ										0	0	0	1	1	0	1	0	0	0	0	0		1
ようかいえき	！	つよい　さんを　あいてに　かけて	こうげきする。あいての　とくぼうを	さげることが　ある。	強い　酸を　相手に　かけて	攻撃する。相手の　特防を	さげることが　ある。	毒	ダメージエフェクト	特殊	40	100	30	0										072　追加効果で相手の特殊防御力を１ランク下げる			相手全ポケ	とくぼう			-1			10			0			1	0	0	1							
ひのこ	！	ちいさな　ほのおを	あいてに　はっしゃして　こうげきする。	やけど　じょうたいに　することが　ある。	小さな　炎を	相手に　発射して　攻撃する。	やけど状態に　することが　ある。	炎	ダメージシック	特殊	40	100	25	0			やけど	10	永続型					004　やけどの追加効果			[選択]　通常ポケ										0			1	0	0	1							
かえんほうしゃ	！	はげしい　ほのおを	あいてに　はっしゃして　こうげきする。	やけど　じょうたいに　することが　ある。	激しい　炎を	相手に　発射して　攻撃する。	やけど状態に　することが　ある。	炎	ダメージシック	特殊	95	100	15	0			やけど	10	永続型					004　やけどの追加効果			[選択]　通常ポケ										0			1	0	0	1							
しろいきり	！	しろいきりで　からだを　おおう。	５ターンの　あいだ　あいてに	のうりょくを　さげられなく　なる。	白い霧で　体を　おおう。	５ターンの　あいだ　相手に	能力を　さげられなく　なる。	氷	サイドエフェクト	なし		101	30	0				0						046　能力を下げる効果の技や追加効果を受けなくなる。			味方場										0			0	0	1	0							
みずでっぽう	！	みずを　いきおいよく	あいてに　はっしゃして　こうげきする。		水を　勢いよく	相手に　発射して　攻撃する。		水	シンプルダメージ	特殊	40	100	25	0				0						000　普通攻撃			[選択]　通常ポケ										0			1	0	0	1							
ハイドロポンプ	！	たいりょうの　みずを	はげしい　いきおいで	あいてに　はっしゃして　こうげきする。	大量の　水を	激しい　勢いで	相手に　発射して　攻撃する。	水	シンプルダメージ	特殊	120	80	5	0				0						000　普通攻撃			[選択]　通常ポケ										0			1	0	0	1							
なみのり	！	おおきな　なみで　まわりに	いるものを　すべて　こうげきする。	みずの　うえも　およいで　すすめる。	大きな　波で　周りに	いるものを　すべて　攻撃する。	水上も　泳いで　進める。	水	シンプルダメージ	特殊	95	100	15	0				0						257　普通攻撃＋「ダイビング」状態の相手に２倍のダメージ			自分以外の全ポケ										0	0	0	1	0	0	1	0	0	0	0	0		
れいとうビーム	！	こごえる　ビームを	あいてに　はっしゃして　こうげきする。	こおり　じょうたいに　することが　ある。	凍える　ビームを	相手に　発射して　攻撃する。	こおり状態に　することが　ある。	氷	ダメージシック	特殊	95	100	10	0			こおり	10	永続型					005　こおりの追加効果			[選択]　通常ポケ										0			1	0	0	1							
ふぶき	！	はげしい　ふぶきを	あいてに　ふきつけて　こうげきする。	こおり　じょうたいに　することが　ある。	激しい　吹雪を	相手に　吹きつけて　攻撃する。	こおり状態に　することが　ある。	氷	ダメージシック	特殊	120	70	5	0			こおり	10	永続型					260　こおりの追加効果+あられ状態のとき、技が必ず命中する。			相手全ポケ										0			1	0	0	1							
サイケこうせん	！	ふしぎな　こうせんを	あいてに　はっしゃして　こうげきする。	こんらん　させることが　ある。	不思議な　光線を	相手に　発射して　攻撃する。	混乱させることが　ある。	エスパー	ダメージシック	特殊	65	100	20	0			こんらん	10	ターン数型	2	5			076　追加効果で相手を混乱させる			[選択]　通常ポケ										0			1	0	0	1							
バブルこうせん	！	あわを　いきおいよく	あいてに　はっしゃして　こうげきする。	すばやさを　さげる　ことが　ある。	泡を　勢いよく	相手に　発射して　攻撃する。	素早さを　さげる　ことが　ある。	水	ダメージエフェクト	特殊	65	100	20	0										070　追加効果で相手の素早さを１ランク下げる			[選択]　通常ポケ	すばやさ			-1			10			0	0	0	1	0	0	1	0	0	0	0	0		
オーロラビーム	！	にじいろの　ビームを	あいてに　はっしゃして　こうげきする。	こうげきを　さげる　ことが　ある。	にじいろの　ビームを	相手に　発射して　攻撃する。	攻撃を　さげる　ことが　ある。	氷	ダメージエフェクト	特殊	65	100	20	0										068　追加効果で相手の攻撃力を１ランク下げる			[選択]　通常ポケ	こうげき			-1			10			0			1	0	0	1							
はかいこうせん	！	つよい　こうせんを	あいてに　はっしゃして　こうげきする。	つぎの　ターンは　うごけなく　なる。	強い　光線を	相手に　発射して　攻撃する。	次の　ターンは　動けなくなる。	ノーマル	シンプルダメージ	特殊	150	90	5	0				0						080　使用した次のターンは行動が出来ない			[選択]　通常ポケ										0		1	1	0	0	1							
つつく	こうげき！	するどく　とがった　くちばしや　つので　	あいてを　つついて　こうげきする。		鋭く　とがった　くちばしや　つので　	相手を　突いて　攻撃する。		飛行	シンプルダメージ	物理	35	100	35	0				0						000　普通攻撃			[選択]　通常ポケ										1			1	0	0	1					1		
ドリルくちばし	！	かいてん　しながら　とがった　くちばしを	あいてに　つきさして　こうげきする。		回転しながら　とがった　くちばしを	相手に　突き刺して　攻撃する。		飛行	シンプルダメージ	物理	80	100	20	0				0						000　普通攻撃			[選択]　通常ポケ										1			1	0	0	1					1		
じごくぐるま	！	じめんに　じぶんごと	あいてを　なげつけて　こうげきする。	じぶんも　すこし　ダメージを　うける。	地面に　自分ごと	相手を　投げつけて　攻撃する。	自分も　少し　ダメージを　受ける。	格闘	シンプルダメージ	物理	80	80	25	0				0						048　敵に与えたダメージの４分の１を自分が受ける	-25		[選択]　通常ポケ										1			1	0	0	1							
けたぐり	！	あしを　つよく　けり　あいてを	ころばせて　こうげきする。あいてが	おもいほど　いりょくが　あがる。	足を　強く　けり	相手を　転ばせて　攻撃する。	相手が　重いほど　威力が　あがる。	格闘	シンプルダメージ	物理	1	100	20	0				0						196　技を掛ける対象の体重が重いほど威力が強くなる。10未満＝20、25未満＝40、50未満＝60、100未満＝80、200未満＝100、200以上＝120			[選択]　通常ポケ										1			1	0	0	1							
カウンター	！	あいてから　うけた　ぶつり　こうげきの	ダメージを　２ばいに　して	おなじ　あいてに　かえす。	相手から　受けた　物理攻撃の	ダメージを　２倍に　して	同じ　相手に　返す。	格闘	シンプルダメージ	物理	1	100	20	-5				0						089　敵の物理攻撃のダメージを倍にして返す（「すばやさ」に関係なく必ず後攻になる）			特殊										1			1	0	0	0							
ちきゅうなげ	！	いんりょくを　つかい　なげとばす。	じぶんの　レベルと　おなじ　ダメージを	あいてに　あたえる。	引力を　使い　投げとばす。	自分の　レベルと　同じ　ダメージを	相手に　与える。	格闘	シンプルダメージ	物理	1	100	20	0				0						087　敵の「ぼうぎょ」や、自分の「こうげき」に関係なくレベルと同じ数値の固定ダメージを与える			[選択]　通常ポケ										1			1	0	0	1							
かいりき	をつかった！	こんしんの　ちからで	あいてを　なぐりつけて　こうげきする。	おもたい　いわを　おすことも　できる。	こん身の　力で	相手を　なぐりつけて　攻撃する。	重たい　岩を　押すことも　できる。	ノーマル	シンプルダメージ	物理	80	100	15	0				0						000　普通攻撃			[選択]　通常ポケ										1			1	0	0	1							
すいとる	こうげき！	ようぶんを　すいとり　こうげきする。	あいてに　あたえた　ダメージの	はんぶんの　ＨＰを　かいふくできる。	養分を　吸い取り　攻撃する。	相手に　与えた　ダメージの	半分の　ＨＰを　回復できる。	草	ダメージドレイン	特殊	20	100	25	0				0						003　敵に与えたダメージの半分の数値だけＨＰが回復する	50		[選択]　通常ポケ										0	0	0	1	0	0	1	0	0	0	0	0		
メガドレイン	！	ようぶんを　すいとり　こうげきする。	あいてに　あたえた　ダメージの	はんぶんの　ＨＰを　かいふくできる。	養分を　吸い取り　攻撃する。	相手に　与えた　ダメージの	半分の　ＨＰを　回復できる。	草	ダメージドレイン	特殊	40	100	15	0				0						003　敵に与えたダメージの半分の数値だけＨＰが回復する	50		[選択]　通常ポケ										0			1	0	0	1							
やどりぎのタネ	！	うえつけた　あいての　ＨＰを	まいターン　すこしだけ　すいとり	じぶんの　ＨＰを　かいふく　する。	植えつけた　相手の　ＨＰを	毎ターン　少しだけ　吸い取り	自分の　ＨＰを　回復する。	草	シンプルシック	なし		90	10	0			やどりぎ		永続型					084　相手を「やどりぎ」状態にする。「やどりぎ」状態のポケモンはターンエンド毎に最大HPの1/8ダメージを受け、このワザをかけたポケモンがその時に居た位置にいるポケモンのHPが、その分、回復する。（このワザをかけたポケモンが場から居なくなっても効果は継続する）			[選択]　通常ポケ										0	0	0	1	1	0	1	0	0	0	0	0		
せいちょう	をつかった！	からだを　いっきに	おおきく　せいちょう　させて	こうげきと　とくこうを　あげる。	体を　一気に	大きく　生長させて	攻撃と　特攻を　あげる。	ノーマル	シンプルエフェクト	なし		101	40	0				0						316　使用したポケモンの特攻と攻撃を１段階上げる。晴れ状態なら２段階上がる。			自分のみ	こうげき	とくこう		1	1					0			0	0	1	0							
はっぱカッター	！	はっぱを　とばして　	あいてを　きりつけて　こうげきする。	きゅうしょに　あたりやすい。	はっぱを　とばして　	相手を　切りつけて　攻撃する。	急所に　当たりやすい。	草	シンプルダメージ	物理	55	95	25	0				0				1		043　クリティカルヒットが出やすい　			相手全ポケ										0			1	0	0	1							
ソーラービーム	！	１ターンめに　ひかりを　いっぱいに	あつめ　２ターンめに　ひかりの　たばを	はっしゃして　こうげきする。	１ターン目に　光を　いっぱいに　集め	２ターン目に　光の　束を	発射して　攻撃する。	草	シンプルダメージ	特殊	120	100	10	0				0						151　１ターン溜めて２ターンめで攻撃する＋天気が「はれ」状態の時は溜めないで攻撃が出来る。「あめ」「あられ」「すなあらし」の場合は威力が半減。			[選択]　通常ポケ										0	1		1	0	0	1							
どくのこな	！	どくの　ある　こなを	たくさん　ふりまいて	あいてを　どく　じょうたいに　する。	毒の　ある　粉を	たくさん　ふりまいて	相手を　毒状態に　する。	毒	シンプルシック	なし		75	35	0			どく	0	永続型					066　敵を「どく」状態にする			[選択]　通常ポケ										0			1	1	0	1							
しびれごな	！	しびれる　こなを	たくさん　ふりまいて	あいてを　まひ　じょうたいに　する。	しびれる　粉を	たくさん　ふりまいて	相手を　まひ状態に　する。	草	シンプルシック	なし		75	30	0			まひ	0	永続型					067　敵を「マヒ」状態にする			[選択]　通常ポケ										0			1	1	0	1							
